sbatch_run,rule_name,snakemake_jobid,slurm_jobid,submit_time,finish_time,status,mem_mb,runtime_min,cpus,wildcards,actual_duration_min,pct_runtime_used,cpu_efficiency,error_type,error_msg,log_path
run-1,check_activity,186,74249,2025-12-08 21:32,2025-12-08 21:33,success,64000,120,4,,0.7,0.6,,,,babel_outputs/logs/rule_check_activity/74249.log
run-1,taxon,187,74269,2025-12-08 21:35,2025-12-08 21:39,success,64000,120,4,,3.0,2.5,,,,babel_outputs/logs/rule_taxon/74269.log
run-1,check_taxon_completeness,188,74267,2025-12-08 21:35,2025-12-08 21:35,success,64000,120,4,,0.7,0.6,,,,babel_outputs/logs/rule_check_taxon_completeness/74267.log
run-1,taxon_compendia,189,74215,2025-12-08 21:28,2025-12-08 21:35,success,64000,120,4,,6.8,5.7,,,,babel_outputs/logs/rule_taxon_compendia/74215.log
run-1,ncbitaxon_labels_and_synonyms,190,74120,2025-12-08 21:10,2025-12-08 21:11,success,64000,120,4,,1.4,1.2,,,,babel_outputs/logs/rule_ncbitaxon_labels_and_synonyms/74120.log
run-1,get_ncbitaxon,191,74067,2025-12-08 21:09,2025-12-08 21:10,success,64000,120,4,,0.6,0.5,,,,babel_outputs/logs/rule_get_ncbitaxon/74067.log
run-1,get_taxon_relationships,192,74183,2025-12-08 21:13,2025-12-08 21:15,success,64000,120,4,,2.0,1.7,,,,babel_outputs/logs/rule_get_taxon_relationships/74183.log
run-1,taxon_mesh_ids,193,74177,2025-12-08 21:11,2025-12-08 21:13,success,64000,120,4,,2.0,1.7,,,,babel_outputs/logs/rule_taxon_mesh_ids/74177.log
run-1,get_taxon_umls_relationships,194,74209,2025-12-08 21:23,2025-12-08 21:24,success,64000,120,4,,1.3,1.1,,,,babel_outputs/logs/rule_get_taxon_umls_relationships/74209.log
run-1,taxon_umls_ids,195,74198,2025-12-08 21:22,2025-12-08 21:23,success,64000,120,4,,0.7,0.6,,,,babel_outputs/logs/rule_taxon_umls_ids/74198.log
run-1,taxon_ncbi_ids,196,74175,2025-12-08 21:11,2025-12-08 21:12,success,64000,120,4,,0.7,0.6,,,,babel_outputs/logs/rule_taxon_ncbi_ids/74175.log
run-1,check_taxon,197,74265,2025-12-08 21:35,2025-12-08 21:35,success,64000,120,4,,0.7,0.6,,,,babel_outputs/logs/rule_check_taxon/74265.log
run-1,cell_line,198,74235,2025-12-08 21:30,2025-12-08 21:31,success,64000,120,4,,0.7,0.6,,,,babel_outputs/logs/rule_cell_line/74235.log
run-1,check_cell_line_completeness,199,74230,2025-12-08 21:29,2025-12-08 21:30,success,64000,120,4,,0.7,0.6,,,,babel_outputs/logs/rule_check_cell_line_completeness/74230.log
run-1,cell_line_compendia,200,74218,2025-12-08 21:28,2025-12-08 21:29,success,64000,120,4,,1.5,1.2,,,,babel_outputs/logs/rule_cell_line_compendia/74218.log
run-1,get_clo_ids,201,74144,2025-12-08 21:10,2025-12-08 21:10,success,64000,120,4,,0.7,0.6,,,,babel_outputs/logs/rule_get_clo_ids/74144.log
run-1,get_clo,202,74114,2025-12-08 21:09,2025-12-08 21:10,success,64000,120,4,,0.6,0.5,,,,babel_outputs/logs/rule_get_clo/74114.log
run-1,get_CLO_labels,203,74146,2025-12-08 21:10,2025-12-08 21:10,success,64000,120,4,,0.7,0.6,,,,babel_outputs/logs/rule_get_CLO_labels/74146.log
run-1,check_cell_line,204,74224,2025-12-08 21:29,2025-12-08 21:30,success,64000,120,4,,0.7,0.5,,,,babel_outputs/logs/rule_check_cell_line/74224.log
run-1,macromolecular_complex_compendia,207,74217,2025-12-08 21:28,2025-12-08 21:29,success,64000,120,4,,1.5,1.2,,,,babel_outputs/logs/rule_macromolecular_complex_compendia/74217.log
run-1,get_complexportal_labels_and_synonyms,208,74142,2025-12-08 21:10,2025-12-08 21:10,success,64000,120,4,,0.7,0.6,,,,babel_outputs/logs/rule_get_complexportal_labels_and_synonyms/74142.log
run-1,get_complexportal,209,74109,2025-12-08 21:09,2025-12-08 21:10,success,64000,120,4,,0.6,0.5,,,,babel_outputs/logs/rule_get_complexportal/74109.log
run-1,macromolecular_complex_ids,210,74169,2025-12-08 21:10,2025-12-08 21:11,success,64000,120,4,,0.7,0.5,,,,babel_outputs/logs/rule_macromolecular_complex_ids/74169.log
run-1,generate_pubmed_compendia,211,74503,2025-12-09 18:06,2025-12-09 19:43,success,128000,120,4,,96.6,80.5,0.0,,,babel_outputs/logs/rule_generate_pubmed_compendia/74503.log
run-1,generate_pubmed_concords,212,74287,2025-12-08 22:26,2025-12-09 18:06,success,128000,1440,4,,1180.3,82.0,0.0,,,babel_outputs/logs/rule_generate_pubmed_concords/74287.log
run-1,verify_pubmed,213,74284,2025-12-08 22:10,2025-12-08 22:26,success,64000,120,4,,16.5,13.8,,,,babel_outputs/logs/rule_verify_pubmed/74284.log
run-1,download_pubmed,214,74083,2025-12-08 21:09,2025-12-08 22:10,success,64000,120,4,,60.6,50.5,,,,babel_outputs/logs/rule_download_pubmed/74083.log
run-1,macromolecular_complex,215,74236,2025-12-08 21:30,2025-12-08 21:31,success,64000,120,4,,0.7,0.6,,,,babel_outputs/logs/rule_macromolecular_complex/74236.log
run-1,check_macromolecular_complex_completeness,216,74226,2025-12-08 21:29,2025-12-08 21:30,success,64000,120,4,,0.7,0.6,,,,babel_outputs/logs/rule_check_macromolecular_complex_completeness/74226.log
run-1,check_macromolecular_complex,217,74231,2025-12-08 21:29,2025-12-08 21:30,success,64000,120,4,,0.7,0.6,,,,babel_outputs/logs/rule_check_macromolecular_complex/74231.log
run-1,rxnorm_relationships,220,74151,2025-12-08 21:10,2025-12-08 21:11,success,64000,120,4,,0.7,0.6,,,,babel_outputs/logs/rule_rxnorm_relationships/74151.log
run-1,umls_relationships,221,74202,2025-12-08 21:22,2025-12-08 21:26,success,64000,120,4,,3.5,2.9,,,,babel_outputs/logs/rule_umls_relationships/74202.log
run-1,pubchem_rxnorm_annotations,223,74155,2025-12-08 21:10,—,failed,64000,120,4,,,,,ConnectionError,"HTTPSConnectionPool(host='pubchem.ncbi.nlm.nih.gov', port=443): Max retries exceeded with url: /rest/pug_view/annotations/heading/JSON/?source=NLM%20RxNorm%20Terminology&heading_type=Compound&heading=RXCUI&page=2&response_type=save&response_basename=PubChemAnnotations_NLM%20RxNorm%20Terminology_head",babel_outputs/logs/rule_pubchem_rxnorm_annotations/74155.log
run-1,publications,225,74528,2025-12-09 19:49,2025-12-09 19:49,success,64000,120,4,,0.7,0.6,0.0,,,babel_outputs/logs/rule_publications/74528.log
run-1,check_publications_completeness,226,74523,2025-12-09 19:43,2025-12-09 19:48,success,64000,120,4,,5.0,4.2,0.0,,,babel_outputs/logs/rule_check_publications_completeness/74523.log
run-1,check_publications,227,74525,2025-12-09 19:43,2025-12-09 19:49,success,64000,120,4,,5.7,4.7,0.0,,,babel_outputs/logs/rule_check_publications/74525.log
run-1,generate_content_report_for_compendium_GeneFamily,244,74220,2025-12-08 21:29,2025-12-08 21:30,success,64000,120,4,,0.7,0.6,,,,babel_outputs/logs/rule_generate_content_report_for_compendium_GeneFamily/74220.log
run-1,generate_content_report_for_compendium_Pathway,245,74254,2025-12-08 21:32,2025-12-08 21:33,success,64000,120,4,,0.7,0.6,,,,babel_outputs/logs/rule_generate_content_report_for_compendium_Pathway/74254.log
run-1,generate_content_report_for_compendium_BiologicalProcess,246,74247,2025-12-08 21:32,2025-12-08 21:33,success,64000,120,4,,0.7,0.6,,,,babel_outputs/logs/rule_generate_content_report_for_compendium_BiologicalProcess/74247.log
run-1,generate_content_report_for_compendium_MolecularActivity,247,74255,2025-12-08 21:32,2025-12-08 21:33,success,64000,120,4,,0.7,0.6,,,,babel_outputs/logs/rule_generate_content_report_for_compendium_MolecularActivity/74255.log
run-1,generate_content_report_for_compendium_OrganismTaxon,249,74268,2025-12-08 21:35,2025-12-08 21:35,success,64000,120,4,,0.7,0.6,,,,babel_outputs/logs/rule_generate_content_report_for_compendium_OrganismTaxon/74268.log
run-1,generate_content_report_for_compendium_CellLine,250,74228,2025-12-08 21:29,2025-12-08 21:30,success,64000,120,4,,0.7,0.6,,,,babel_outputs/logs/rule_generate_content_report_for_compendium_CellLine/74228.log
run-1,generate_content_report_for_compendium_MacromolecularComplex,252,74229,2025-12-08 21:29,2025-12-08 21:30,success,64000,120,4,,0.7,0.6,,,,babel_outputs/logs/rule_generate_content_report_for_compendium_MacromolecularComplex/74229.log
run-1,generate_content_report_for_compendium_Publication,253,74526,2025-12-09 19:43,2025-12-09 19:50,success,64000,120,4,,7.0,5.8,0.0,,,babel_outputs/logs/rule_generate_content_report_for_compendium_Publication/74526.log
run-1,export_compendia_to_duckdb,273,74219,2025-12-08 21:29,2025-12-08 21:30,success,512000,360,4,filename=GeneFamily,0.7,0.2,,,,babel_outputs/logs/rule_export_compendia_to_duckdb/GeneFamily/74219.log
run-1,export_compendia_to_duckdb,274,74250,2025-12-08 21:32,2025-12-08 21:33,success,512000,360,4,filename=Pathway,0.7,0.2,,,,babel_outputs/logs/rule_export_compendia_to_duckdb/Pathway/74250.log
run-1,export_compendia_to_duckdb,275,74244,2025-12-08 21:32,2025-12-08 21:33,success,512000,360,4,filename=BiologicalProcess,0.7,0.2,,,,babel_outputs/logs/rule_export_compendia_to_duckdb/BiologicalProcess/74244.log
run-1,export_compendia_to_duckdb,276,74252,2025-12-08 21:32,2025-12-08 21:33,success,512000,360,4,filename=MolecularActivity,0.7,0.2,,,,babel_outputs/logs/rule_export_compendia_to_duckdb/MolecularActivity/74252.log
run-1,export_compendia_to_duckdb,278,74266,2025-12-08 21:35,2025-12-08 21:35,success,512000,360,4,filename=OrganismTaxon,0.7,0.2,,,,babel_outputs/logs/rule_export_compendia_to_duckdb/OrganismTaxon/74266.log
run-1,export_compendia_to_duckdb,279,74225,2025-12-08 21:29,2025-12-08 21:30,success,512000,360,4,filename=CellLine,0.7,0.2,,,,babel_outputs/logs/rule_export_compendia_to_duckdb/CellLine/74225.log
run-1,export_compendia_to_duckdb,281,74227,2025-12-08 21:29,2025-12-08 21:30,success,512000,360,4,filename=MacromolecularComplex,0.7,0.2,,,,babel_outputs/logs/rule_export_compendia_to_duckdb/MacromolecularComplex/74227.log
run-1,export_compendia_to_duckdb,282,74524,2025-12-09 19:43,2025-12-09 19:52,success,512000,360,4,filename=Publication,9.5,2.6,0.0,,,babel_outputs/logs/rule_export_compendia_to_duckdb/Publication/74524.log
run-1,export_synonyms_to_duckdb,292,74262,2025-12-08 21:33,2025-12-08 21:34,success,64000,120,4,filename=Pathway,0.7,0.6,,,,babel_outputs/logs/rule_export_synonyms_to_duckdb/Pathway/74262.log
run-1,export_synonyms_to_duckdb,293,74260,2025-12-08 21:33,2025-12-08 21:34,success,64000,120,4,filename=BiologicalProcess,0.7,0.6,,,,babel_outputs/logs/rule_export_synonyms_to_duckdb/BiologicalProcess/74260.log
run-1,export_synonyms_to_duckdb,294,74263,2025-12-08 21:33,2025-12-08 21:34,success,64000,120,4,filename=MolecularActivity,0.7,0.6,,,,babel_outputs/logs/rule_export_synonyms_to_duckdb/MolecularActivity/74263.log
run-1,export_synonyms_to_duckdb,295,74273,2025-12-08 21:39,2025-12-08 21:39,success,64000,120,4,filename=OrganismTaxon,0.7,0.6,,,,babel_outputs/logs/rule_export_synonyms_to_duckdb/OrganismTaxon/74273.log
run-1,export_synonyms_to_duckdb,296,74242,2025-12-08 21:31,2025-12-08 21:31,success,64000,120,4,filename=CellLine,0.7,0.6,,,,babel_outputs/logs/rule_export_synonyms_to_duckdb/CellLine/74242.log
run-1,export_synonyms_to_duckdb,297,74239,2025-12-08 21:31,2025-12-08 21:31,success,64000,120,4,filename=GeneFamily,0.7,0.6,,,,babel_outputs/logs/rule_export_synonyms_to_duckdb/GeneFamily/74239.log
run-1,export_synonyms_to_duckdb,301,74240,2025-12-08 21:31,2025-12-08 21:31,success,64000,120,4,filename=MacromolecularComplex,0.7,0.6,,,,babel_outputs/logs/rule_export_synonyms_to_duckdb/MacromolecularComplex/74240.log
run-1,generate_kgx,322,74222,2025-12-08 21:29,2025-12-08 21:30,success,64000,360,4,filename=GeneFamily,0.7,0.2,,,,babel_outputs/logs/rule_generate_kgx/GeneFamily/74222.log
run-1,generate_kgx,323,74245,2025-12-08 21:32,2025-12-08 21:33,success,64000,360,4,filename=Pathway,0.7,0.2,,,,babel_outputs/logs/rule_generate_kgx/Pathway/74245.log
run-1,generate_kgx,324,74253,2025-12-08 21:32,2025-12-08 21:33,success,64000,360,4,filename=BiologicalProcess,0.7,0.2,,,,babel_outputs/logs/rule_generate_kgx/BiologicalProcess/74253.log
run-1,generate_kgx,325,74246,2025-12-08 21:32,2025-12-08 21:33,success,64000,360,4,filename=MolecularActivity,0.7,0.2,,,,babel_outputs/logs/rule_generate_kgx/MolecularActivity/74246.log
run-1,generate_kgx,327,74264,2025-12-08 21:35,2025-12-08 21:37,success,64000,360,4,filename=OrganismTaxon,2.2,0.6,,,,babel_outputs/logs/rule_generate_kgx/OrganismTaxon/74264.log
run-1,generate_kgx,328,74232,2025-12-08 21:29,2025-12-08 21:30,success,64000,360,4,filename=CellLine,0.7,0.2,,,,babel_outputs/logs/rule_generate_kgx/CellLine/74232.log
run-1,generate_kgx,330,74233,2025-12-08 21:29,2025-12-08 21:30,success,64000,360,4,filename=MacromolecularComplex,0.7,0.2,,,,babel_outputs/logs/rule_generate_kgx/MacromolecularComplex/74233.log
run-1,generate_kgx,331,74522,2025-12-09 19:43,2025-12-09 20:53,success,64000,360,4,filename=Publication,70.1,19.5,0.0,,,babel_outputs/logs/rule_generate_kgx/Publication/74522.log
run-1,generate_sapbert_training_data,341,74258,2025-12-08 21:33,2025-12-08 21:34,success,64000,360,4,filename=Pathway.txt,0.7,0.2,,,,babel_outputs/logs/rule_generate_sapbert_training_data/Pathway.txt/74258.log
run-1,generate_sapbert_training_data,342,74261,2025-12-08 21:33,2025-12-08 21:34,success,64000,360,4,filename=BiologicalProcess.txt,0.7,0.2,,,,babel_outputs/logs/rule_generate_sapbert_training_data/BiologicalProcess.txt/74261.log
run-1,generate_sapbert_training_data,343,74259,2025-12-08 21:33,2025-12-08 21:34,success,64000,360,4,filename=MolecularActivity.txt,0.7,0.2,,,,babel_outputs/logs/rule_generate_sapbert_training_data/MolecularActivity.txt/74259.log
run-1,generate_sapbert_training_data,344,74274,2025-12-08 21:39,2025-12-08 21:41,success,64000,360,4,filename=OrganismTaxon.txt,2.0,0.6,,,,babel_outputs/logs/rule_generate_sapbert_training_data/OrganismTaxon.txt/74274.log
run-1,generate_sapbert_training_data,345,74238,2025-12-08 21:31,2025-12-08 21:31,success,64000,360,4,filename=CellLine.txt,0.7,0.2,,,,babel_outputs/logs/rule_generate_sapbert_training_data/CellLine.txt/74238.log
run-1,generate_sapbert_training_data,346,74241,2025-12-08 21:31,2025-12-08 21:31,success,64000,360,4,filename=GeneFamily.txt,0.7,0.2,,,,babel_outputs/logs/rule_generate_sapbert_training_data/GeneFamily.txt/74241.log
run-1,generate_sapbert_training_data,350,74243,2025-12-08 21:31,2025-12-08 21:31,success,64000,360,4,filename=MacromolecularComplex.txt,0.7,0.2,,,,babel_outputs/logs/rule_generate_sapbert_training_data/MacromolecularComplex.txt/74243.log
run-2,anatomy,2,74628,2025-12-09 23:27,2025-12-09 23:28,success,64000,120,4,,0.7,0.6,0.0,,,babel_outputs/logs/rule_anatomy/74628.log
run-2,check_anatomy_completeness,3,74618,2025-12-09 23:27,2025-12-09 23:27,success,64000,120,4,,0.7,0.6,0.0,,,babel_outputs/logs/rule_check_anatomy_completeness/74618.log
run-2,anatomy_compendia,4,74609,2025-12-09 23:20,2025-12-09 23:27,success,64000,120,4,,6.8,5.7,0.0,,,babel_outputs/logs/rule_anatomy_compendia/74609.log
run-2,get_anatomy_obo_relationships,7,74576,2025-12-09 22:58,2025-12-09 23:20,success,64000,120,4,,21.8,18.2,0.0,,,babel_outputs/logs/rule_get_anatomy_obo_relationships/74576.log
run-2,check_anatomical_entity,20,74622,2025-12-09 23:27,2025-12-09 23:27,success,64000,120,4,,0.7,0.6,0.0,,,babel_outputs/logs/rule_check_anatomical_entity/74622.log
run-2,check_cell,21,74613,2025-12-09 23:27,2025-12-09 23:27,success,64000,120,4,,0.7,0.5,0.0,,,babel_outputs/logs/rule_check_cell/74613.log
run-2,check_cellular_component,22,74624,2025-12-09 23:27,2025-12-09 23:27,success,64000,120,4,,0.7,0.6,0.0,,,babel_outputs/logs/rule_check_cellular_component/74624.log
run-2,check_gross_anatomical_structure,23,74615,2025-12-09 23:27,2025-12-09 23:27,success,64000,120,4,,0.7,0.6,0.0,,,babel_outputs/logs/rule_check_gross_anatomical_structure/74615.log
run-2,hmdb_labels_and_synonyms,35,74604,2025-12-09 23:11,2025-12-09 23:22,success,64000,120,4,,11.3,9.5,0.0,,,babel_outputs/logs/rule_hmdb_labels_and_synonyms/74604.log
run-2,get_HMDB,36,74577,2025-12-09 22:58,2025-12-09 23:11,success,64000,120,4,,12.9,10.8,0.0,,,babel_outputs/logs/rule_get_HMDB/74577.log
run-2,get_chemical_unichem_relationships,44,74606,2025-12-09 23:15,—,failed,64000,120,4,,,,0.0,EOFError,Compressed file ended before the end-of-stream marker was reached,babel_outputs/logs/rule_get_chemical_unichem_relationships/74606.log
run-2,get_unichem,45,74580,2025-12-09 22:58,2025-12-09 23:09,success,64000,120,4,,10.4,8.7,0.0,,,babel_outputs/logs/rule_get_unichem/74580.log
run-2,filter_unichem,46,74603,2025-12-09 23:09,2025-12-09 23:15,success,64000,120,4,,6.2,5.1,0.0,,,babel_outputs/logs/rule_filter_unichem/74603.log
run-2,chemical_chebi_ids,65,74581,2025-12-09 22:58,2025-12-09 22:59,success,64000,120,4,,0.6,0.5,0.0,,,babel_outputs/logs/rule_chemical_chebi_ids/74581.log
run-2,chemical_hmdb_ids,67,74610,2025-12-09 23:22,2025-12-09 23:23,success,64000,120,4,,0.7,0.6,0.0,,,babel_outputs/logs/rule_chemical_hmdb_ids/74610.log
run-2,chemical_drugbank_ids,71,74605,2025-12-09 23:15,2025-12-09 23:16,success,64000,120,4,,1.5,1.3,0.0,,,babel_outputs/logs/rule_chemical_drugbank_ids/74605.log
run-2,disease,79,74596,2025-12-09 23:05,2025-12-09 23:06,success,64000,120,4,,1.4,1.1,0.0,,,babel_outputs/logs/rule_disease/74596.log
run-2,check_disease_completeness,80,74595,2025-12-09 23:04,2025-12-09 23:05,success,64000,120,4,,0.7,0.5,0.0,,,babel_outputs/logs/rule_check_disease_completeness/74595.log
run-2,disease_compendia,81,74583,2025-12-09 22:59,2025-12-09 23:04,success,64000,120,4,,5.7,4.7,0.0,,,babel_outputs/logs/rule_disease_compendia/74583.log
run-2,disease_manual_concord,98,74578,2025-12-09 22:58,2025-12-09 22:59,success,64000,120,4,,0.6,0.5,0.0,,,babel_outputs/logs/rule_disease_manual_concord/74578.log
run-2,check_disease,104,74587,2025-12-09 23:04,2025-12-09 23:05,success,64000,120,4,,0.7,0.5,0.0,,,babel_outputs/logs/rule_check_disease/74587.log
run-2,check_phenotypic_feature,105,74591,2025-12-09 23:04,2025-12-09 23:05,success,64000,120,4,,0.7,0.5,0.0,,,babel_outputs/logs/rule_check_phenotypic_feature/74591.log
run-2,get_ensembl,121,74582,2025-12-09 22:58,—,failed,64000,360,4,,,,0.0,_BiomartException,No internet connection available!,babel_outputs/logs/rule_get_ensembl/74582.log
run-2,pubchem_rxnorm_relationships,222,74584,2025-12-09 22:59,2025-12-09 22:59,success,64000,120,4,,0.7,0.6,0.0,,,babel_outputs/logs/rule_pubchem_rxnorm_relationships/74584.log
run-2,pubchem_rxnorm_annotations,223,74579,2025-12-09 22:58,2025-12-09 22:59,success,64000,120,4,,0.6,0.5,0.0,,,babel_outputs/logs/rule_pubchem_rxnorm_annotations/74579.log
run-2,generate_content_report_for_compendium_AnatomicalEntity,230,74614,2025-12-09 23:27,2025-12-09 23:27,success,64000,120,4,,0.7,0.5,0.0,,,babel_outputs/logs/rule_generate_content_report_for_compendium_AnatomicalEntity/74614.log
run-2,generate_content_report_for_compendium_Cell,231,74625,2025-12-09 23:27,2025-12-09 23:27,success,64000,120,4,,0.7,0.6,0.0,,,babel_outputs/logs/rule_generate_content_report_for_compendium_Cell/74625.log
run-2,generate_content_report_for_compendium_CellularComponent,232,74616,2025-12-09 23:27,2025-12-09 23:27,success,64000,120,4,,0.7,0.6,0.0,,,babel_outputs/logs/rule_generate_content_report_for_compendium_CellularComponent/74616.log
run-2,generate_content_report_for_compendium_GrossAnatomicalStructure,233,74627,2025-12-09 23:27,2025-12-09 23:27,success,64000,120,4,,0.7,0.6,0.0,,,babel_outputs/logs/rule_generate_content_report_for_compendium_GrossAnatomicalStructure/74627.log
run-2,generate_content_report_for_compendium_Disease,241,74590,2025-12-09 23:04,2025-12-09 23:05,success,64000,120,4,,0.7,0.5,0.0,,,babel_outputs/logs/rule_generate_content_report_for_compendium_Disease/74590.log
run-2,generate_content_report_for_compendium_PhenotypicFeature,242,74594,2025-12-09 23:04,2025-12-09 23:05,success,64000,120,4,,0.7,0.5,0.0,,,babel_outputs/logs/rule_generate_content_report_for_compendium_PhenotypicFeature/74594.log
run-2,export_compendia_to_duckdb,259,74612,2025-12-09 23:27,2025-12-09 23:27,success,512000,360,4,filename=AnatomicalEntity,0.7,0.2,0.0,,,babel_outputs/logs/rule_export_compendia_to_duckdb/AnatomicalEntity/74612.log
run-2,export_compendia_to_duckdb,260,74623,2025-12-09 23:27,2025-12-09 23:27,success,512000,360,4,filename=Cell,0.7,0.2,0.0,,,babel_outputs/logs/rule_export_compendia_to_duckdb/Cell/74623.log
run-2,export_compendia_to_duckdb,261,74617,2025-12-09 23:27,2025-12-09 23:27,success,512000,360,4,filename=CellularComponent,0.7,0.2,0.0,,,babel_outputs/logs/rule_export_compendia_to_duckdb/CellularComponent/74617.log
run-2,export_compendia_to_duckdb,262,74621,2025-12-09 23:27,2025-12-09 23:27,success,512000,360,4,filename=GrossAnatomicalStructure,0.7,0.2,0.0,,,babel_outputs/logs/rule_export_compendia_to_duckdb/GrossAnatomicalStructure/74621.log
run-2,export_compendia_to_duckdb,270,74588,2025-12-09 23:04,2025-12-09 23:05,success,512000,360,4,filename=Disease,0.7,0.2,0.0,,,babel_outputs/logs/rule_export_compendia_to_duckdb/Disease/74588.log
run-2,export_compendia_to_duckdb,271,74592,2025-12-09 23:04,2025-12-09 23:05,success,512000,360,4,filename=PhenotypicFeature,0.7,0.2,0.0,,,babel_outputs/logs/rule_export_compendia_to_duckdb/PhenotypicFeature/74592.log
run-2,export_synonyms_to_duckdb,284,74629,2025-12-09 23:28,2025-12-09 23:29,success,64000,120,4,filename=AnatomicalEntity,0.7,0.6,0.0,,,babel_outputs/logs/rule_export_synonyms_to_duckdb/AnatomicalEntity/74629.log
run-2,export_synonyms_to_duckdb,285,74633,2025-12-09 23:28,2025-12-09 23:29,success,64000,120,4,filename=Cell,0.7,0.6,0.0,,,babel_outputs/logs/rule_export_synonyms_to_duckdb/Cell/74633.log
run-2,export_synonyms_to_duckdb,286,74630,2025-12-09 23:28,2025-12-09 23:29,success,64000,120,4,filename=CellularComponent,0.7,0.6,0.0,,,babel_outputs/logs/rule_export_synonyms_to_duckdb/CellularComponent/74630.log
run-2,export_synonyms_to_duckdb,287,74634,2025-12-09 23:28,2025-12-09 23:29,success,64000,120,4,filename=GrossAnatomicalStructure,0.7,0.6,0.0,,,babel_outputs/logs/rule_export_synonyms_to_duckdb/GrossAnatomicalStructure/74634.log
run-2,export_synonyms_to_duckdb,290,74597,2025-12-09 23:06,2025-12-09 23:07,success,64000,120,4,filename=Disease,0.7,0.6,0.0,,,babel_outputs/logs/rule_export_synonyms_to_duckdb/Disease/74597.log
run-2,export_synonyms_to_duckdb,291,74598,2025-12-09 23:06,2025-12-09 23:07,success,64000,120,4,filename=PhenotypicFeature,0.7,0.6,0.0,,,babel_outputs/logs/rule_export_synonyms_to_duckdb/PhenotypicFeature/74598.log
run-2,generate_kgx,309,74619,2025-12-09 23:27,2025-12-09 23:27,success,64000,360,4,filename=AnatomicalEntity,0.7,0.2,0.0,,,babel_outputs/logs/rule_generate_kgx/AnatomicalEntity/74619.log
run-2,generate_kgx,310,74626,2025-12-09 23:27,2025-12-09 23:27,success,64000,360,4,filename=Cell,0.7,0.2,0.0,,,babel_outputs/logs/rule_generate_kgx/Cell/74626.log
run-2,generate_kgx,311,74620,2025-12-09 23:27,2025-12-09 23:27,success,64000,360,4,filename=CellularComponent,0.7,0.2,0.0,,,babel_outputs/logs/rule_generate_kgx/CellularComponent/74620.log
run-2,generate_kgx,312,74611,2025-12-09 23:27,2025-12-09 23:27,success,64000,360,4,filename=GrossAnatomicalStructure,0.7,0.2,0.0,,,babel_outputs/logs/rule_generate_kgx/GrossAnatomicalStructure/74611.log
run-2,generate_kgx,320,74589,2025-12-09 23:04,2025-12-09 23:06,success,64000,360,4,filename=Disease,1.3,0.4,0.0,,,babel_outputs/logs/rule_generate_kgx/Disease/74589.log
run-2,generate_kgx,321,74593,2025-12-09 23:04,2025-12-09 23:05,success,64000,360,4,filename=PhenotypicFeature,0.7,0.2,0.0,,,babel_outputs/logs/rule_generate_kgx/PhenotypicFeature/74593.log
run-2,generate_sapbert_training_data,334,74631,2025-12-09 23:28,2025-12-09 23:29,success,64000,360,4,filename=AnatomicalEntity.txt,0.7,0.2,0.0,,,babel_outputs/logs/rule_generate_sapbert_training_data/AnatomicalEntity.txt/74631.log
run-2,generate_sapbert_training_data,335,74635,2025-12-09 23:28,2025-12-09 23:29,success,64000,360,4,filename=Cell.txt,0.7,0.2,0.0,,,babel_outputs/logs/rule_generate_sapbert_training_data/Cell.txt/74635.log
